Respondent ID,Respondent's gender,Respondent's age,Respondent's marital status,What province does the respondent live?,Name of city / town / growth point,Name of area/ suburb/village,Can you read and write?,What is your highest level of education?,Are you employed?,Mining,Retail,Civil service,Transport,Manufacturing,Tourism,NGOs,Local Government,Vending,Cross border trading,Tuck shop owner,Stationary shop owner,Flea market / bale shop,Canteen shop,Hair-dresser,Beads and ware making,Other (please specify),What best describes ﻿your accommodation agreement?,How can you describe your type of accommodation?,Which bracket can you place your monthly income given your earnings in the past 3 months?,"Have you ever been a part of a policy formulation process? (Eg. National budget consultative meeting, Parliamentary Portfolio Committee Public Outreach)",Budget approval,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,COVID-19 national response,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,Other (please specify),Do you think there is adequate scope / room for you to make an input towards public policy processes?,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,COVID-19 national response,Development of national processes,Other,Do you know about the National Development Strategy 1: 2021-2025 (NDS1)?,None of the above,Economic Growth and stability,"Transport, Infrastructure and Utilities",Governance,Moving the Economy up the Value Chain and Structural Transformation,Housing Delivery,Devolution,Health and Well-being,Human Capital Development,"Environmental Protection,Climate Resilience and Natural Resource Management",Food Security and Nutrition,Image Building and International Engagement and Re-engagement,Social Protection,Digital Economy,"Youth, Sport and Culture",All of the mentioned priority areas below,Other (please specify),Did you participate or make an input into the content of the NDS1?,Do you know about Vision 2030?,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Did you participate or make an input into the content of Vision 2030?,Did you vote in the last general elections,Do you know your current Ward Councillor?,Clean water provision,Garbage disposal,Housing,Road network maintenance,Health care,Employment creation,Electricity,Education,Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,Functioning and well equipped clinics,Jobs,Improved provision of Education,Vocational training opportunities,Street light  installation and maintenance,Sewer reticulation,Other (please specify),Incompetence by office holders,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,Other (please specify),How would you rank overall local council performance since election so far?,Do you know your current Member of Parliament,Do you know your current Senator?,How would you rank overall Government performance since elections?,Provision / Creation of jobs - Rating,Stability of prices - Rating,Health care delivery - Rating,Education delivery - Rating,Nation building - Rating,Infrastructure development - Rating,Does government have adequate resources to implement or address these issues?,Limited financial resources,Corruption,Sanctions,Lack of political will,Incompetence,Ineffective leadership,Lack of integrity,External political pressures,Other (please specify),Stabilising prices,Fixing cash shortages,Creating employment,Dealing with corruption,Improved infrastructure,Re-engagement with the international community,Working together with other political parties,Resuscitating industry,Improved health service delivery,Improved education provision,Ensuring food security,Affordable housing and stands,Improved local government service provision,Other (please specify),Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,Other (please specify),Are there any other issues you feel should be addressed?
13077082155,Female,18 - 25,Never Married,Harare,Harare ,Westview,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Cottage,US$101-$200,No,,,,,,,,,,Yes,,,Discussions on performance of local authorities,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Remained the same (fair),Decreased (bad),Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,Corruption,,,,,,Low,Yes,Yes,Low,Low,Low,Medium,Medium,Low,Low,No,,Corruption,,,Incompetence,,Lack of integrity,,,Stabilising prices,,,,,,,,Improved health service delivery,,,,Improved local government service provision,,,,Many of us have our own homes,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076951752,Male,36 - 45,Widowed,Manicaland,Mutare,Garikai,Yes,Secondary school,Yes,,,,Transport,,,,,,,Tuck shop owner,,,,,,,Own- Fully paid for,Full house,US$101-$200,No,,,,,,,,,,Yes,Budget approval,,Discussions on performance of local authorities,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,Social Development,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Decreased (bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),,Garbage disposal,,,,,,,Street light  installation and maintenance,Sewer reticulation,,,Corruption,,,Lack of appropriate oversight by residents,,,Low,Yes,Yes,Low,Medium,Low,Low,Low,Medium,Medium,Yes,,Corruption,Sanctions,,,,Lack of integrity,,,Stabilising prices,Fixing cash shortages,,,,,,,,,,Affordable housing and stands,,,,Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),,,,,,,,N/A
13077011314,Male,26 - 35,Married,Masvingo,Masvingo,Bhani,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,Yes,,,,,COVID-19 national response,,,,,Yes,,,,,COVID-19 national response,,,No,,,,,,,,,,,,,,,,,,,Yes,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,Social Development,,,,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),,,,,Functioning and well equipped clinics,Jobs,,Vocational training opportunities,,,,,Corruption,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Medium,Yes,No,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,,Corruption,Sanctions,,,,,External political pressures,,Stabilising prices,,,Dealing with corruption,,,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,no
13076945719,Female,18 - 25,Never Married,Masvingo,Masvingo,Bhani,Yes,Secondary school,Yes,,,,,,,,,,,,,,,,,general hand,Company owned,Cottage,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,No,Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),,,,,Functioning and well equipped clinics,Jobs,,Vocational training opportunities,,,,,Corruption,,,Lack of appropriate oversight by residents,Inadequate resources,,Medium,Yes,No,Medium,Medium,High,Medium,Medium,Medium,Low,Yes,,Corruption,Sanctions,,,,,External political pressures,,Stabilising prices,,Creating employment,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,distribution of government inputs are partisan
13076938631,Male,46 - 55,Married,Manicaland,Mutare,Garikai,Yes,Secondary school,Yes,,,Civil service,,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$201-$500,No,,,,,,,,,,Yes,,,Discussions on performance of local authorities,Discussions on performance of central government,,,,Yes,,,,,,,Devolution,,,,Food Security and Nutrition,,,Digital Economy,,,,Yes,Yes,,,,,Social Development,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Regular supply of clean water,,,,Functioning and well equipped clinics,Jobs,,,,,,,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,,,,Low,Yes,Yes,Low,Medium,Low,Medium,Medium,Medium,Low,Yes,,Corruption,Sanctions,,Incompetence,,,,,Stabilising prices,Fixing cash shortages,,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Embracing production in the country
13076658729,Male,46 - 55,Married,Mashonaland Central,Chiweshe,Musarara,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Company owned,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Moderately improved (good),Remained the same (fair),Decreased (bad),Decreased (bad),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Remained the same (fair),,,,Regular road network maintenance,Functioning and well equipped clinics,,,,,,,,Corruption,,,,Inadequate resources,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,Incompetence,,,,,,,Creating employment,,,,,,Improved health service delivery,Improved education provision,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076643802,Male,26 - 35,Married,Mashonaland Central,Chiweshe,Musarara,Yes,Tertiary education,Yes,,,,,,,,,,,,,Flea market / bale shop,,,,,Rental,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),,,,Regular road network maintenance,,,,,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,,,,,,Low,No,No,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,Sanctions,,Incompetence,,,,,Stabilising prices,,Creating employment,,,,,,,Improved education provision,,,,,,,,We are food secure (3 meals a day),,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076626377,Female,36 - 45,Married,Mashonaland Central,Chiweshe,Musarara,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Own- Fully paid for,Hut,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Remained the same (fair),,,,Regular road network maintenance,,,,,,,,,,,,,Inadequate resources,,Low,Yes,No,Low,Low,Medium,Low,Low,Low,Low,No,Limited financial resources,,Sanctions,,,,,,,Stabilising prices,,Creating employment,,,,,,,,,,,,,Stable and affordable prices of goods,,,,,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076603295,Female,26 - 35,Married,Mashonaland Central,Chiweshe,Musarara,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Company owned,Hut,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),Remained the same (fair),,,,Regular road network maintenance,Functioning and well equipped clinics,,,,,,,,,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,Incompetence,,,,,Stabilising prices,,,Dealing with corruption,,,,,,,Ensuring food security,,,,,,,We are food secure (3 meals a day),,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076587179,Female,18 - 25,Never Married,Mashonaland West,Chinhoyi,Gunhill,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Cottage,US$0-$50,No,,,,,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,,,,Health and Well-being,,,,,,Digital Economy,,,,No,Yes,,,,,,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,,Yes,Yes,No,Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Remained the same (fair),,,,Regular road network maintenance,,,,Vocational training opportunities,Street light  installation and maintenance,,,,Corruption,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,Yes,Yes,Medium,Low,Low,Medium,Low,Low,Low,Yes,Limited financial resources,,,,,Ineffective leadership,,,,Stabilising prices,,,Dealing with corruption,,,,,Improved health service delivery,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No any issues
13076569961,Female,26 - 35,Married,Mashonaland West,Chinhoyi,Gunhill,Yes,Tertiary education,Yes,,,,,Manufacturing,,,,,,,,,,,,,Rental,Cottage,US$501-$1000,No,,,,,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,Moving the Economy up the Value Chain and Structural Transformation,,,,,,,,,,,,,Yes,Yes,,,,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,Yes,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Moderately improved (good),Decreased (bad),Decreased (bad),Remained the same (fair),,,Affordable Housing / Stands,,,,,,Street light  installation and maintenance,Sewer reticulation,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Medium,Yes,Yes,Medium,Medium,Medium,Medium,Medium,Low,Low,No,Limited financial resources,,Sanctions,,,,,,,,,,Dealing with corruption,,,,,,,,Affordable housing and stands,Improved local government service provision,,,,,,,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,,,No issues
13076553384,Male,36 - 45,Married,Mashonaland West,Chinhoyi,Chinhoyi university,Yes,Tertiary education,Yes,,,,,,,,Local Government,,,,,,,,,,Company owned,Full house,US$501-$1000,Yes,,,,Consultations on service delivery,,,,,,Yes,,Consultations on improvement of service delivery,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,,,,Health and Well-being,,,Food Security and Nutrition,,,,,,,Yes,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",Youth Development,,,Yes,Yes,Yes,Moderately improved (good),Moderately improved (good),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,Garbage disposal,Affordable Housing / Stands,,,,,,,Sewer reticulation,,,Corruption,,,,Inadequate resources,,Low,Yes,Yes,Low,Low,High,Medium,Medium,High,Low,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,,Creating employment,Dealing with corruption,,,,,Improved health service delivery,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,Nothing to address
13076533019,Male,18 - 25,Never Married,Mashonaland West,Chinhoyi,Chinhoyi University of Technology,Yes,Tertiary education,Yes,,,,,,,NGOs,,,,,,,,,,,Living with family or friends,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,Yes,,,,,,Housing Delivery,,Health and Well-being,,,,,,,,,,Yes,Yes,,,,,,,,Gender Equality and Women Empowerment,,Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),Moderately improved (good),,,,Regular road network maintenance,,,,,,,,,,,,,Inadequate resources,,Low,Yes,Yes,Low,Low,Low,High,Low,Low,Low,Yes,Limited financial resources,Corruption,,,,Ineffective leadership,,,,,,,Dealing with corruption,,Re-engagement with the international community,Working together with other political parties,,,,,,,,,,,,,,,,Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,Nothing
13076512986,Male,26 - 35,Married,Mashonaland West,Chinhoyi,Chinhoyi university of technology,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Rental,Hostel or Boarding House,US$101-$200,Yes,,,,,,,,,No participation,Yes,,,,,,Development of national processes,,Yes,,Economic Growth and stability,,Governance,,,,,,,,,,,,,,No,Yes,,,,,,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,,Yes,Yes,No,Remained the same (fair),Moderately improved (good),Moderately improved (good),Moderately improved (good),Remained the same (fair),Moderately improved (good),Moderately improved (good),Remained the same (fair),Regular supply of clean water,,,,Functioning and well equipped clinics,Jobs,,,,,,,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,Yes,Yes,Low,Medium,Low,Low,Medium,Low,Low,Yes,,Corruption,,,,Ineffective leadership,,,,,,,Dealing with corruption,,,Working together with other political parties,,Improved health service delivery,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,
13076492034,Female,36 - 45,Married,Mashonaland Central,Chiweshe,Musarara,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,,,Regular road network maintenance,,,,,,,,,Corruption,,,,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,Yes,,,Sanctions,,,,,,,Stabilising prices,,,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,We are food secure (3 meals a day),,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076262090,Male,18 - 25,Married,Mashonaland Central,Chiweshe,Rosa,Yes,Primary school,Yes,Mining,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),,,,Regular road network maintenance,,,,,,,,,Corruption,,,,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,No,Limited financial resources,,Sanctions,,,,,,,,,Creating employment,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,,,,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076243049,Female,56 - 65,Widowed,Mashonaland Central,Chiweshe,Rosa,No,Primary school,No,,,,,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Decreased (bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Non-existent (very bad),Remained the same (fair),Remained the same (fair),,,,Regular road network maintenance,,,,,,,,,,,,,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,No,Limited financial resources,,,,,,,,,,,,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,We are food secure (3 meals a day),,,,,,,,No
13076184767,Female,26 - 35,Married,Mashonaland Central,Chiweshe,Rosa,Yes,Secondary school,Yes,,,,,,,,,Vending,,,,,,,,,Own- Fully paid for,Full house,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Non-existent (very bad),Decreased (bad),Decreased (bad),Regular supply of clean water,,,Regular road network maintenance,,,,,,,,Incompetence by office holders,,,,,,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,No,,Corruption,,,Incompetence,,,,,,,Creating employment,,,,,,Improved health service delivery,,Ensuring food security,,,,,Stable and affordable prices of goods,,We are food secure (3 meals a day),,,,,,,,No
13076173299,Male,18 - 25,Never Married,Mashonaland Central,Chiweshe,Rosa,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Regular supply of clean water,,,Regular road network maintenance,,,,,,,,,,,,,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Medium,Low,Low,No,Limited financial resources,Corruption,,,,,,,,Stabilising prices,,Creating employment,,,,,,,Improved education provision,,,,,Many of us in well paying jobs (family / friends),,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13076105608,Female,36 - 45,Married,Matabeleland South,Mopane growth point,Tshindeni,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Squatting,Shack or illegal structure,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Decreased (bad),Remained the same (fair),Improved a lot (excellent),Regular supply of clean water,,,,,Jobs,,,Street light  installation and maintenance,,,,Corruption,,,Lack of appropriate oversight by residents,,,Low,Yes,No,Low,Low,Low,Medium,Medium,Low,Low,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,,Creating employment,Dealing with corruption,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13076069506,Male,46 - 55,Married,Matabeleland South,Gwanda town,Dolfountain,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,Yes,,,,Consultations on service delivery,,,,,,Yes,,,Discussions on performance of local authorities,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Non-existent (very bad),Remained the same (fair),Moderately improved (good),Remained the same (fair),Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Regular supply of clean water,,,,Functioning and well equipped clinics,,,,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Medium,Yes,No,Low,Low,Low,Medium,Medium,Low,Medium,No,,Corruption,Sanctions,,,Ineffective leadership,,,,,,,Dealing with corruption,,,,Resuscitating industry,,,Ensuring food security,,,,,,Many of us have our own homes,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,N/A
